id,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge
2968,SC,149,415, 370-8676, no, yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75
2969,CT,160,415, 360-2329, no, no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75
2970,NV,116,408, 360-1320, no, no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13
2971,ND,90,415, 329-8638, no, yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10,6.4,12,1.73
2972,MI,148,415, 385-1118, yes, no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59
2974,NE,95,510, 391-2334, no, no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81
2977,AR,122,415, 420-4089, yes, no,0,146.3,117,24.87,218.7,93,18.59,236,97,10.62,11.5,5,3.11
2978,MT,132,408, 406-8465, no, no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81
2979,UT,83,510, 386-6114, no, no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13,5,3.51
2980,HI,99,408, 413-9328, no, no,0,135.7,107,23.07,208.4,103,17.71,209,95,9.4,8.8,3,2.38
2981,KS,84,415, 335-7144, no, no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86
2983,OH,87,510, 350-5993, no, no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4
2984,HI,150,415, 370-1465, no, no,0,214,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13
2985,KS,73,408, 385-2370, no, no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92
2986,IN,7,415, 358-9146, no, no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11,5,2.97
2987,OR,89,415, 357-8515, no, yes,12,188,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84
2988,NY,131,408, 406-8995, yes, no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7
2989,VA,105,415, 344-3145, no, no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12,5,3.24
2990,MI,108,408, 341-9890, yes, no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73
2992,MO,101,415, 375-3341, yes, no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97
2993,AL,182,415, 418-3096, no, yes,24,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13
2994,OR,161,408, 378-3879, no, no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38
2995,VT,128,408, 344-1362, no, no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49
2996,AZ,69,415, 419-3937, no, yes,31,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56
2997,VA,113,408, 348-4961, no, yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59
2998,PA,87,408, 329-1410, no, yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11
3000,KY,76,415, 407-8575, no, no,0,204,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59
3001,NJ,87,510, 387-2799, no, no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92
3002,IL,117,408, 373-9108, no, no,0,119,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11
3003,WA,177,415, 345-3947, no, no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4
3004,WV,95,415, 356-7511, no, no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54
3005,RI,76,415, 343-4516, no, no,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37
3006,OH,66,415, 408-6305, no, no,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84
3008,MD,204,510, 401-3077, no, no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81
3009,OH,32,415, 401-6977, no, yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,2,3.51
3011,FL,185,408, 417-5034, no, no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5,12.1,3,3.27
3014,WV,131,415, 362-5044, no, no,0,196.1,89,33.34,185.5,87,15.77,250,132,11.25,5.2,6,1.4
3015,LA,153,510, 350-2075, no, no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19
3016,MA,132,415, 343-5372, no, yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92
3017,UT,148,510, 377-9520, no, no,0,203,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94
3018,AL,141,408, 391-6773, no, no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6,3,1.62
3019,ME,105,415, 403-4442, no, no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29
3020,TX,169,408, 379-5885, no, no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73
3022,CO,57,415, 342-4004, no, no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73
3023,LA,123,415, 382-7659, no, yes,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78
3024,MT,103,510, 342-1004, no, yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75
3026,NH,123,415, 396-4869, no, yes,22,197.6,105,33.59,80,86,6.8,120.8,82,5.44,15.6,12,4.21
3027,NE,78,510, 422-8333, no, yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92
3028,WV,101,415, 367-9127, no, yes,28,220.3,96,37.45,285.8,72,24.29,203,111,9.14,9.4,6,2.54
3029,NV,129,415, 420-3028, no, no,0,150,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38
3030,MA,67,415, 357-6348, no, yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48
3031,MI,37,415, 386-1131, no, no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14,5,3.78
3032,KY,64,415, 349-8391, yes, no,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38
3033,WV,173,510, 421-1484, no, no,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11
3034,KY,135,510, 414-2663, no, no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67
3036,ME,88,415, 405-5513, no, no,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13
3037,TX,112,415, 345-9168, no, no,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54
3038,MN,113,408, 417-5146, no, no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76
3039,VA,121,510, 339-2792, no, yes,28,110,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73
3040,DC,70,415, 345-8397, no, no,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84
3041,MD,90,415, 344-6404, no, no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84
3042,RI,39,408, 417-9455, no, no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76
3044,MD,176,408, 365-3493, no, no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9,2,2.43
3045,NM,105,408, 376-7043, no, no,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3
3046,MN,57,415, 348-5728, no, no,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84
3048,AZ,88,415, 417-9844, no, no,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46
3049,AL,95,408, 333-7225, no, no,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14,6,3.78
3050,MI,147,415, 382-4943, no, no,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21
3051,SC,101,415, 345-4589, no, no,0,158.4,92,26.93,188,117,15.98,219.7,125,9.89,13.5,4,3.65
3052,MS,115,415, 404-6337, no, no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21
3053,MS,103,415, 412-1470, no, no,0,129.3,103,21.98,202.8,89,17.24,233,126,10.49,12.9,2,3.48
3054,CA,82,415, 394-9220, no, no,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7,10,1.89
3057,IL,131,510, 394-9984, no, no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89
3058,SD,119,510, 402-1668, no, no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97
3059,AL,112,510, 339-5659, no, no,0,189.4,83,32.2,219,89,18.62,168,116,7.56,7.1,8,1.92
3060,NV,116,510, 341-7279, no, yes,35,118,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19
3061,LA,94,415, 371-3236, no, no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27
3062,VA,90,408, 343-5679, no, no,0,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35
3063,DE,114,415, 347-4626, no, yes,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13,4,3.51
3064,CT,63,408, 344-8498, no, yes,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29
3065,CO,130,408, 349-3005, no, no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35
3066,MA,122,408, 371-3498, no, yes,29,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27
3067,OR,166,510, 367-4853, no, no,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94
3069,SC,78,415, 403-8915, no, yes,21,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57
3070,IN,148,415, 371-2418, no, yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67
3071,MD,154,510, 411-2977, no, no,0,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24
3073,TX,75,415, 417-4456, no, no,0,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3
3074,ND,84,408, 351-1894, no, yes,38,193,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2
3075,WV,113,510, 386-6408, no, no,0,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78
3076,CO,181,510, 370-9592, no, yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7
3077,TX,51,415, 397-9251, no, no,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10,3,2.7
3078,FL,102,408, 395-6913, no, yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86
3079,AL,107,408, 332-3804, no, no,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56
3080,WV,88,510, 421-1326, no, no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13
3081,MI,82,415, 415-8200, no, no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73
3083,MS,130,510, 347-3895, no, no,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27
3088,SD,78,408, 394-3171, no, no,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32
3089,AK,100,415, 394-5202, no, yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4
3090,WV,70,510, 348-3777, no, yes,30,143.4,72,24.38,170,92,14.45,127.9,68,5.76,9.4,4,2.54
3093,MS,68,415, 340-2239, no, no,0,94.1,93,16,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73
3094,SD,27,510, 359-3423, no, no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21
3095,MN,91,415, 382-9297, no, no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84
3096,AL,181,415, 330-9294, no, yes,27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86
3097,CO,118,415, 362-8763, no, yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65
3099,GA,93,415, 371-2155, no, no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24
3100,AZ,102,408, 334-1339, no, no,0,158,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73
3101,MA,93,415, 341-7412, no, no,0,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81
3103,IN,100,415, 406-7643, no, yes,32,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4
3104,DE,115,415, 415-8164, no, no,0,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56
3105,WI,63,510, 354-3545, no, yes,13,214.2,61,36.41,181.2,88,15.4,174,68,7.83,10.3,2,2.78
3106,ME,57,415, 377-3139, no, no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57
3107,DC,119,408, 418-7478, no, yes,26,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13
3108,GA,73,408, 385-6952, no, no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46
3109,HI,98,408, 381-8593, no, yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11,8,2.97
3110,VA,139,415, 365-9371, yes, no,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02
3111,NY,31,408, 401-7335, no, yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86
3112,PA,129,510, 364-5126, no, yes,32,211,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08
3114,HI,108,415, 385-4766, no, no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78
3116,WV,102,408, 365-8831, no, no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10,1,2.7
3117,OK,149,408, 353-4002, no, no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38
3118,OR,113,415, 367-5923, no, no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54
3119,ND,131,408, 393-9548, no, yes,33,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4
3121,AR,96,415, 365-2341, no, yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92
3123,TN,3,415, 400-4713, no, no,0,185,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81
3124,MA,77,408, 420-3042, no, yes,17,204.9,84,34.83,201,102,17.09,219.7,97,9.89,11.3,5,3.05
3125,ND,75,408, 396-4171, no, yes,24,225.5,119,38.34,182,108,15.47,270.9,106,12.19,9.4,2,2.54
3129,AL,16,415, 336-2322, no, no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75
3131,PA,108,510, 379-3037, no, yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35
3133,NC,161,415, 394-5489, no, no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11
3134,CT,147,415, 387-6065, no, no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81
3135,MO,107,415, 327-6087, no, no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08
3136,WV,120,510, 341-8667, no, no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92
3137,NJ,107,408, 338-9612, no, yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78
3138,AK,58,510, 364-1134, no, no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97
3139,LA,91,408, 413-4811, no, no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59
3140,AL,13,415, 354-4333, no, no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92
3141,IN,104,408, 382-2026, no, no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1
3143,DE,95,510, 367-8298, no, no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46
3144,SC,104,415, 391-1783, no, no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7
3146,LA,62,415, 385-1423, no, no,0,186.8,94,31.76,207.6,92,17.65,195,98,8.78,8.8,4,2.38
3147,MS,143,510, 406-7670, no, no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75
3148,NM,62,415, 339-5423, no, no,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3
3150,SC,41,510, 353-2391, no, no,0,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21
3153,NM,183,415, 397-7453, no, no,0,190,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57
3154,AZ,94,415, 366-9015, no, no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84
3155,CT,73,415, 356-1654, no, yes,47,173.7,117,29.53,204,114,17.34,174.6,94,7.86,6.3,3,1.7
3156,IL,123,408, 337-3932, no, no,0,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59
3157,IN,64,408, 350-1126, no, no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81
3158,AR,127,415, 416-3649, yes, no,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67
3160,ND,27,415, 405-1589, no, no,0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11
3163,UT,81,415, 355-6422, no, no,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59
3165,MI,52,415, 383-6356, no, no,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97
3166,WI,91,408, 377-7276, no, yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46
3167,AR,54,415, 337-1586, no, no,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75
3169,TX,201,415, 415-5476, no, no,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02
3170,ID,78,415, 332-2650, no, no,0,103.5,115,17.6,117.9,102,10.02,201,94,9.05,12,3,3.24
3171,CT,67,415, 418-8257, no, no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03
3173,WY,41,510, 381-2413, no, no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32
3174,OR,133,415, 378-1144, no, no,0,143.8,71,24.45,184,131,15.64,275.5,132,12.4,12.9,4,3.48
3175,SC,36,408, 359-5091, no, yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32
3177,NY,122,415, 386-6580, no, no,0,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19
3178,NM,84,408, 419-9713, no, yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46
3179,LA,91,415, 382-6153, no, no,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73
3182,DE,121,408, 420-3857, no, no,0,215.6,74,36.65,192.9,98,16.4,144,103,6.48,10.1,4,2.73
3183,WV,109,415, 405-2653, no, no,0,180,100,30.6,229,103,19.47,139.4,105,6.27,7.8,8,2.11
3184,KY,95,510, 417-9278, no, no,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27
3185,NC,72,415, 352-5663, no, no,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84
3187,AZ,108,415, 415-6333, no, no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54
3191,ID,103,415, 346-5992, no, no,0,174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27
3195,NE,67,415, 380-3311, no, yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62
3198,SD,30,415, 354-8088, no, no,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05
3199,DE,53,415, 416-9723, no, yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46
3200,WA,152,510, 337-4403, no, no,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19
3206,MS,111,408, 345-3787, no, no,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92
3207,WA,143,510, 362-3107, no, no,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75
3208,DC,93,408, 345-1994, no, yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16
3209,KY,79,415, 377-5417, no, no,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81
3211,TN,93,510, 344-6847, yes, no,0,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08
3212,ID,103,415, 391-7528, no, no,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12,6,3.24
3215,OK,149,510, 365-9079, yes, no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38
3216,WV,23,510, 399-3089, no, yes,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54
3217,SD,221,510, 365-2192, no, yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65
3218,KS,164,510, 394-3051, no, yes,30,238.8,100,40.6,230,121,19.55,206.3,66,9.28,13.2,8,3.56
3219,NC,104,415, 357-2429, no, yes,18,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62
3221,WI,184,408, 401-5915, no, yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75
3222,SC,88,408, 348-6057, no, no,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3
3225,IN,115,415, 370-9622, no, no,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32
3228,NY,209,415, 369-8703, no, no,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89
3229,OR,27,510, 355-2840, no, no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15,6,4.05
3232,CT,129,510, 404-3238, no, yes,27,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78
3234,OK,112,415, 327-1058, no, no,0,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7
3235,DE,75,510, 419-9509, no, yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68
3236,AZ,97,408, 349-7282, no, yes,25,141,101,23.97,212,85,18.02,175.2,138,7.88,4.9,2,1.32
3238,MI,142,415, 358-2694, yes, no,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94
3239,WA,121,510, 378-1884, no, no,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38
3240,SD,87,415, 330-1627, no, yes,33,125,99,21.25,235.3,81,20,215.3,95,9.69,10.2,7,2.75
3241,SD,34,408, 392-5716, no, no,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5,3,1.35
3243,MA,58,415, 359-2740, no, yes,30,178.1,111,30.28,236.7,109,20.12,264,118,11.88,8.4,2,2.27
3244,AR,113,415, 338-6714, yes, no,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78
3245,KS,101,415, 347-9968, no, no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94
3246,OR,89,415, 343-3399, no, no,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4
3249,NJ,93,415, 405-3533, no, no,0,146.3,85,24.87,216.6,95,18.41,233,82,10.49,11.5,3,3.11
3250,OH,160,415, 337-9326, no, no,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16
3251,NM,55,415, 338-6556, no, no,0,132,103,22.44,279.6,114,23.77,180,74,8.1,13.5,4,3.65
3253,MI,63,510, 396-1278, no, no,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16
3254,KS,127,415, 354-6810, no, yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9,4,2.43
3255,IL,57,415, 403-6237, no, yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97
3256,RI,138,510, 411-6823, yes, no,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97
3257,AR,115,408, 338-1400, no, no,0,268,115,45.56,153.6,106,13.06,232.3,65,10.45,17,1,4.59
3258,NY,171,415, 412-6245, no, no,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59
3260,NC,127,510, 343-2597, no, no,0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15,2,4.05
3261,OR,61,415, 388-8282, no, no,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75
3262,VT,131,415, 416-8394, no, no,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97
3266,ID,82,415, 408-1913, no, no,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11,6,2.97
3267,OK,138,510, 406-5532, no, yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62
3268,MN,115,415, 417-7722, no, no,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38
3269,WA,84,415, 367-5226, no, no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43
3270,WV,117,510, 344-5766, yes, no,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84
3271,NH,60,415, 405-1370, no, no,0,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,6,3.46
3273,MD,133,510, 373-7974, no, no,0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48
3275,IN,65,408, 336-4960, no, no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8,5,2.16
3276,NY,120,510, 405-5083, no, yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0,0,0
3277,OR,142,510, 392-1105, no, yes,22,224.4,114,38.15,146,106,12.41,241.4,98,10.86,8.8,2,2.38
3281,AR,76,408, 345-3614, no, no,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10,3,2.7
3283,DC,99,415, 402-5076, no, yes,31,244.1,71,41.5,203.4,58,17.29,234,115,10.53,7.7,4,2.08
